read_id	chr	start	end	strand	dbl_count	cds	sofa
2350	NC_000913.3	1272597	1272898	+	TRUE	1201	TRUE
2351	NC_000913.3	939070	939371	+	TRUE	872	TRUE
2356	NC_000913.3	3699461	3699762	+	TRUE	3474	TRUE
5368	NC_000913.3	4045181	4045482	+	TRUE	3789	TRUE
2354	NC_000913.3	3133288	3133589	+	TRUE	2938	hit1
2355	NC_000913.3	257464	257765	+	TRUE	229	TRUE
5369	NC_000913.3	4310974	4311275	+	TRUE	4005	TRUE
1898	NC_000913.3	804972	805273	+	TRUE	752	TRUE
1899	NC_000913.3	309523	309824	+	TRUE	288	#N/A
3739	NC_000913.3	2387812	2388113	+	TRUE	2257	TRUE
3738	NC_000913.3	2316819	2317120	+	FALSE	NA	TRUE
3737	NC_000913.3	2939101	2939402	+	FALSE	NA	hit2
3736	NC_000913.3	80799	81100	+	TRUE	71	TRUE
3735	NC_000913.3	1692857	1693158	+	TRUE	1604	TRUE
3734	NC_000913.3	3576653	3576954	+	TRUE	3371	TRUE
3733	NC_000913.3	1739641	1739942	+	FALSE	NA	TRUE
1891	NC_000913.3	114028	114329	+	TRUE	100	TRUE
3731	NC_000913.3	1071352	1071653	+	TRUE	991	TRUE
3730	NC_000913.3	3326652	3326953	+	TRUE	3122	TRUE
4691	NC_000913.3	1495825	1496126	+	TRUE	1410	TRUE
4690	NC_000913.3	2519467	2519768	+	TRUE	2382	TRUE
4693	NC_000913.3	780613	780914	+	FALSE	NA	TRUE
4692	NC_000913.3	535162	535463	+	TRUE	498	TRUE
4695	NC_000913.3	3875563	3875864	+	TRUE	3643	hit2
4694	NC_000913.3	1461613	1461914	+	TRUE	1384	TRUE
4697	NC_000913.3	889454	889755	+	TRUE	828	TRUE
4696	NC_000913.3	62902	63203	+	TRUE	56	TRUE
4699	NC_000913.3	3895875	3896176	+	TRUE	3662	TRUE
4698	NC_000913.3	2360656	2360957	+	TRUE	2230	TRUE
4929	NC_000913.3	1831920	1832221	+	FALSE	NA	TRUE
4928	NC_000913.3	2845680	2845981	+	TRUE	2683	TRUE
2138	NC_000913.3	3382995	3383296	+	TRUE	3179	TRUE
2139	NC_000913.3	695088	695389	+	TRUE	658	TRUE
5160	NC_000913.3	3513651	3513952	+	TRUE	3322	TRUE
5161	NC_000913.3	82673	82974	+	TRUE	72	TRUE
5162	NC_000913.3	3489004	3489305	+	TRUE	3297	TRUE
5163	NC_000913.3	851333	851634	+	TRUE	796	TRUE
5164	NC_000913.3	2624249	2624550	+	TRUE	2482	TRUE
5165	NC_000913.3	2844002	2844303	+	FALSE	NA	TRUE
5166	NC_000913.3	797645	797946	+	TRUE	747	hit1
4801	NC_000913.3	2472858	2473159	+	TRUE	2340	TRUE
5168	NC_000913.3	856750	857051	+	TRUE	801	TRUE
5169	NC_000913.3	1011159	1011460	+	TRUE	929	FALSE
2787	NC_000913.3	2657260	2657561	+	TRUE	2507	TRUE
4803	NC_000913.3	2568605	2568906	+	TRUE	2432	TRUE
2781	NC_000913.3	2903788	2904089	+	FALSE	NA	FALSE
2780	NC_000913.3	311176	311477	+	FALSE	NA	TRUE
2783	NC_000913.3	2831800	2832101	+	TRUE	2671	TRUE
2782	NC_000913.3	599405	599706	+	TRUE	570	TRUE
9698	NC_000913.3	2924775	2925076	+	TRUE	2755	TRUE
9699	NC_000913.3	2478404	2478705	+	TRUE	2349	TRUE
9696	NC_000913.3	4183433	4183734	+	TRUE	3904	TRUE
9697	NC_000913.3	1210833	1211134	+	TRUE	1136	hit2
9694	NC_000913.3	1794895	1795196	+	TRUE	1699	TRUE
9695	NC_000913.3	734200	734501	+	TRUE	690	TRUE
9692	NC_000913.3	2137558	2137859	+	FALSE	NA	TRUE
9693	NC_000913.3	671889	672190	+	TRUE	637	TRUE
9690	NC_000913.3	1953259	1953560	+	FALSE	NA	TRUE
9691	NC_000913.3	1213731	1214032	+	TRUE	1140	FALSE
8257	NC_000913.3	2840470	2840771	+	TRUE	2677	TRUE
8256	NC_000913.3	3223504	3223805	+	TRUE	3025	TRUE
8253	NC_000913.3	673934	674235	+	TRUE	638	TRUE
8252	NC_000913.3	4130869	4131170	+	TRUE	3867	hit1
9467	NC_000913.3	2855581	2855882	+	TRUE	2693	TRUE
1263	NC_000913.3	4594234	4594535	+	TRUE	4272	TRUE
9466	NC_000913.3	139275	139576	+	TRUE	119	TRUE
666	NC_000913.3	2415916	2416217	+	TRUE	2281	TRUE
1261	NC_000913.3	4213709	4214010	+	TRUE	3926	TRUE
1799	NC_000913.3	1393243	1393544	+	TRUE	1315	TRUE
1798	NC_000913.3	1237461	1237762	+	TRUE	1169	hit2
1793	NC_000913.3	1626799	1627100	+	TRUE	1524	TRUE
1267	NC_000913.3	4310377	4310678	+	TRUE	4004	FALSE
1791	NC_000913.3	2223055	2223356	+	TRUE	2117	TRUE
1790	NC_000913.3	1603436	1603737	+	TRUE	1499	FALSE
1797	NC_000913.3	300803	301104	+	TRUE	281	FALSE
1796	NC_000913.3	3666976	3667277	+	TRUE	3453	TRUE
1795	NC_000913.3	4096714	4097015	+	TRUE	3832	TRUE
1794	NC_000913.3	1872912	1873213	+	TRUE	1774	TRUE
6848	NC_000913.3	3412760	3413061	+	TRUE	3208	hit2
6849	NC_000913.3	3931210	3931511	+	TRUE	3695	TRUE
661	NC_000913.3	2889160	2889461	+	TRUE	2725	TRUE
6842	NC_000913.3	7449	7750	+	TRUE	6	TRUE
6843	NC_000913.3	1077871	1078172	+	TRUE	996	TRUE
6840	NC_000913.3	2112833	2113134	+	TRUE	2025	TRUE
660	NC_000913.3	4595443	4595744	+	TRUE	4273	hit2
6846	NC_000913.3	3856797	3857098	+	TRUE	3626	TRUE
6847	NC_000913.3	3990893	3991194	+	FALSE	NA	TRUE
6844	NC_000913.3	3261793	3262094	+	TRUE	3061	TRUE
6845	NC_000913.3	846514	846815	+	TRUE	791	TRUE
9469	NC_000913.3	83109	83410	+	TRUE	72	hit2
9468	NC_000913.3	11111	11412	+	TRUE	10	FALSE
6590	NC_000913.3	1684892	1685193	+	TRUE	1598	TRUE
6591	NC_000913.3	331722	332023	+	FALSE	NA	hit2
6592	NC_000913.3	1821828	1822129	+	TRUE	1727	TRUE
6593	NC_000913.3	2640331	2640632	+	TRUE	2495	TRUE
6594	NC_000913.3	1938440	1938741	+	TRUE	1845	hit1
6595	NC_000913.3	1114019	1114320	+	FALSE	NA	hit2
6596	NC_000913.3	4343238	4343539	+	TRUE	4037	hit1
6597	NC_000913.3	223821	224122	+	FALSE	NA	FALSE
6598	NC_000913.3	479176	479477	+	FALSE	NA	TRUE
6599	NC_000913.3	1179180	1179481	+	TRUE	1096	hit2
8239	NC_000913.3	4128392	4128693	+	FALSE	NA	TRUE
8238	NC_000913.3	4556925	4557226	+	TRUE	4244	TRUE
7638	NC_000913.3	208341	208642	+	TRUE	178	TRUE
7639	NC_000913.3	1534615	1534916	+	TRUE	1450	TRUE
7632	NC_000913.3	42032	42333	+	FALSE	NA	TRUE
7633	NC_000913.3	3757536	3757837	+	TRUE	3530	FALSE
7630	NC_000913.3	757697	757998	+	TRUE	712	hit2
7631	NC_000913.3	408221	408522	+	TRUE	384	TRUE
7636	NC_000913.3	3056003	3056304	+	FALSE	NA	hit1
7637	NC_000913.3	911703	912004	+	TRUE	853	hit1
7634	NC_000913.3	4336134	4336435	+	TRUE	4032	TRUE
7635	NC_000913.3	3446071	3446372	+	TRUE	3243	TRUE
5344	NC_000913.3	141814	142115	+	FALSE	NA	FALSE
9169	NC_000913.3	319930	320231	+	FALSE	NA	TRUE
9843	NC_000913.3	939878	940179	+	TRUE	873	TRUE
9842	NC_000913.3	777016	777317	+	TRUE	727	TRUE
9841	NC_000913.3	2723192	2723493	+	TRUE	2568	TRUE
9840	NC_000913.3	3320152	3320453	+	TRUE	3118	TRUE
9847	NC_000913.3	809898	810199	+	TRUE	756	TRUE
9846	NC_000913.3	1377974	1378275	+	TRUE	1300	TRUE
9845	NC_000913.3	760213	760514	+	TRUE	713	#N/A
9844	NC_000913.3	4577686	4577987	+	TRUE	4261	hit1
9849	NC_000913.3	2826395	2826696	+	TRUE	2665	FALSE
9848	NC_000913.3	4633662	4633963	+	TRUE	4310	TRUE
5345	NC_000913.3	1226217	1226518	+	FALSE	NA	TRUE
1241	NC_000913.3	109173	109474	+	TRUE	95	FALSE
3093	NC_000913.3	1055859	1056160	+	TRUE	975	TRUE
3090	NC_000913.3	3305817	3306118	+	FALSE	NA	TRUE
3091	NC_000913.3	4400197	4400498	+	TRUE	4090	TRUE
3096	NC_000913.3	3620664	3620965	+	TRUE	3417	hit2
3097	NC_000913.3	671201	671502	+	TRUE	636	hit1
3094	NC_000913.3	1180952	1181253	+	TRUE	1098	TRUE
1530	NC_000913.3	879436	879737	+	TRUE	818	hit1
1249	NC_000913.3	1970785	1971086	+	FALSE	NA	FALSE
648	NC_000913.3	3467011	3467312	+	TRUE	3275	TRUE
3098	NC_000913.3	3815087	3815388	+	TRUE	3588	TRUE
3099	NC_000913.3	2920733	2921034	+	TRUE	2751	TRUE
5346	NC_000913.3	4421731	4422032	+	TRUE	4113	TRUE
1539	NC_000913.3	2700205	2700506	+	FALSE	NA	hit1
1538	NC_000913.3	4224083	4224384	+	TRUE	3933	hit1
4101	NC_000913.3	3245351	3245652	+	TRUE	3042	hit2
4100	NC_000913.3	2592981	2593282	+	TRUE	2454	TRUE
4103	NC_000913.3	4312236	4312537	+	TRUE	4006	TRUE
4102	NC_000913.3	449823	450124	+	TRUE	423	TRUE
4105	NC_000913.3	147058	147359	+	TRUE	127	TRUE
4104	NC_000913.3	635775	636076	+	TRUE	600	TRUE
4107	NC_000913.3	2222404	2222705	+	TRUE	2117	FALSE
4106	NC_000913.3	3442293	3442594	+	FALSE	NA	TRUE
4109	NC_000913.3	1846063	1846364	+	TRUE	1751	TRUE
4108	NC_000913.3	2907530	2907831	+	TRUE	2741	TRUE
7613	NC_000913.3	4316183	4316484	+	TRUE	4012	TRUE
9647	NC_000913.3	568866	569167	+	TRUE	534	TRUE
9646	NC_000913.3	2314556	2314857	+	TRUE	2199	TRUE
9641	NC_000913.3	4517425	4517726	+	TRUE	4205	TRUE
9640	NC_000913.3	4243795	4244096	+	TRUE	3948	hit2
3898	NC_000913.3	1692719	1693020	+	FALSE	NA	TRUE
3899	NC_000913.3	1388575	1388876	+	TRUE	1308	hit1
9643	NC_000913.3	1643349	1643650	+	TRUE	1548	TRUE
3892	NC_000913.3	1401812	1402113	+	TRUE	1323	TRUE
3893	NC_000913.3	2541514	2541815	+	FALSE	NA	TRUE
3890	NC_000913.3	1331542	1331843	+	TRUE	1254	TRUE
3891	NC_000913.3	555907	556208	+	TRUE	517	TRUE
3896	NC_000913.3	3660163	3660464	+	TRUE	3449	TRUE
3897	NC_000913.3	4417214	4417515	+	TRUE	4108	TRUE
3894	NC_000913.3	68466	68767	+	TRUE	60	TRUE
3895	NC_000913.3	2350876	2351177	+	TRUE	2222	TRUE
5341	NC_000913.3	2569248	2569549	+	TRUE	2432	FALSE
8741	NC_000913.3	690296	690597	+	TRUE	653	TRUE
5951	NC_000913.3	3834001	3834302	+	TRUE	3602	TRUE
5950	NC_000913.3	3509524	3509825	+	TRUE	3317	TRUE
5953	NC_000913.3	730767	731068	+	TRUE	688	TRUE
5952	NC_000913.3	149145	149446	+	TRUE	129	TRUE
5955	NC_000913.3	2642458	2642759	+	TRUE	2497	TRUE
5954	NC_000913.3	328200	328501	+	TRUE	310	TRUE
5957	NC_000913.3	1681272	1681573	+	TRUE	1594	TRUE
5956	NC_000913.3	1059443	1059744	+	TRUE	979	TRUE
5959	NC_000913.3	3189129	3189430	+	FALSE	NA	TRUE
5958	NC_000913.3	4155197	4155498	+	TRUE	3884	TRUE
9167	NC_000913.3	4447466	4447767	+	TRUE	4139	TRUE
1454	NC_000913.3	991842	992143	+	TRUE	912	TRUE
1991	NC_000913.3	1743687	1743988	+	TRUE	1653	FALSE
1455	NC_000913.3	2737286	2737587	+	FALSE	NA	hit2
5774	NC_000913.3	311111	311412	+	TRUE	290	TRUE
9798	NC_000913.3	1492122	1492423	+	FALSE	NA	TRUE
6039	NC_000913.3	4426803	4427104	+	TRUE	4122	TRUE
6038	NC_000913.3	2710603	2710904	+	TRUE	2557	TRUE
6033	NC_000913.3	4615543	4615844	+	TRUE	4295	hit2
6032	NC_000913.3	2903779	2904080	+	FALSE	NA	TRUE
6031	NC_000913.3	4517765	4518066	+	TRUE	4206	TRUE
6030	NC_000913.3	4553453	4553754	+	TRUE	4241	TRUE
6037	NC_000913.3	4206248	4206549	+	TRUE	3924	TRUE
6036	NC_000913.3	3772521	3772822	+	TRUE	3544	TRUE
6035	NC_000913.3	3765570	3765871	+	TRUE	3534	TRUE
6034	NC_000913.3	2959431	2959732	+	TRUE	2781	TRUE
9205	NC_000913.3	1869936	1870237	+	TRUE	1772	hit2
9204	NC_000913.3	148236	148537	+	TRUE	128	TRUE
2659	NC_000913.3	3466008	3466309	+	TRUE	3272	TRUE
2658	NC_000913.3	2401323	2401624	+	TRUE	2268	TRUE
9201	NC_000913.3	1431672	1431973	+	TRUE	1357	hit1
9200	NC_000913.3	2369615	2369916	+	TRUE	2238	TRUE
9203	NC_000913.3	1064585	1064886	+	TRUE	983	TRUE
9202	NC_000913.3	486752	487053	+	TRUE	456	TRUE
2653	NC_000913.3	1945761	1946062	+	TRUE	1852	TRUE
2652	NC_000913.3	4422497	4422798	+	TRUE	4114	TRUE
2651	NC_000913.3	143190	143491	+	TRUE	122	TRUE
2650	NC_000913.3	368907	369208	+	TRUE	343	TRUE
2657	NC_000913.3	86758	87059	+	TRUE	75	TRUE
2656	NC_000913.3	33632	33933	+	TRUE	31	TRUE
2655	NC_000913.3	997423	997724	+	FALSE	NA	TRUE
2654	NC_000913.3	3083852	3084153	+	TRUE	2893	TRUE
7388	NC_000913.3	466147	466448	+	TRUE	437	hit2
7389	NC_000913.3	2000463	2000764	+	TRUE	1910	TRUE
7382	NC_000913.3	4386647	4386948	+	TRUE	4079	TRUE
7383	NC_000913.3	2655277	2655578	+	TRUE	2504	TRUE
7380	NC_000913.3	1098864	1099165	+	TRUE	1012	TRUE
7381	NC_000913.3	1253584	1253885	+	TRUE	1182	TRUE
7386	NC_000913.3	1326107	1326408	+	TRUE	1248	TRUE
7387	NC_000913.3	549737	550038	+	TRUE	510	TRUE
7384	NC_000913.3	3351581	3351882	+	TRUE	3154	TRUE
7385	NC_000913.3	2585860	2586161	+	TRUE	2448	TRUE
5758	NC_000913.3	973336	973637	+	FALSE	NA	TRUE
9061	NC_000913.3	2896161	2896462	+	TRUE	2732	hit2
9060	NC_000913.3	4549561	4549862	+	FALSE	NA	TRUE
9063	NC_000913.3	714188	714489	+	TRUE	674	TRUE
9062	NC_000913.3	1870519	1870820	+	TRUE	1773	TRUE
9065	NC_000913.3	306064	306365	+	TRUE	286	TRUE
1452	NC_000913.3	3139156	3139457	+	TRUE	2942	TRUE
9067	NC_000913.3	4567832	4568133	+	TRUE	4255	TRUE
9066	NC_000913.3	4442005	4442306	+	FALSE	NA	TRUE
9069	NC_000913.3	1192059	1192360	+	TRUE	1109	TRUE
9068	NC_000913.3	582531	582832	+	FALSE	NA	hit2
3562	NC_000913.3	3890516	3890817	+	TRUE	3657	TRUE
3563	NC_000913.3	3000168	3000469	+	FALSE	NA	TRUE
3560	NC_000913.3	2413236	2413537	+	FALSE	NA	hit2
1453	NC_000913.3	972934	973235	+	TRUE	900	TRUE
3566	NC_000913.3	3364728	3365029	+	TRUE	3160	hit1
3567	NC_000913.3	2715531	2715832	+	TRUE	2561	FALSE
3564	NC_000913.3	3640509	3640810	+	FALSE	NA	hit2
3565	NC_000913.3	2614349	2614650	+	TRUE	2473	TRUE
3034	NC_000913.3	1341441	1341742	+	TRUE	1262	TRUE
3568	NC_000913.3	4385149	4385450	+	FALSE	NA	TRUE
3569	NC_000913.3	3880076	3880377	+	TRUE	3647	hit2
4484	NC_000913.3	2222952	2223253	+	TRUE	2117	FALSE
4485	NC_000913.3	1371769	1372070	+	TRUE	1294	TRUE
4486	NC_000913.3	2397073	2397374	+	TRUE	2266	TRUE
4487	NC_000913.3	4447523	4447824	+	TRUE	4139	hit1
4480	NC_000913.3	99854	100155	+	TRUE	87	hit1
4481	NC_000913.3	3095603	3095904	+	FALSE	NA	hit2
4482	NC_000913.3	2837812	2838113	+	TRUE	2675	FALSE
4483	NC_000913.3	2719004	2719305	+	FALSE	NA	TRUE
4488	NC_000913.3	1228491	1228792	+	TRUE	1160	TRUE
4489	NC_000913.3	2285634	2285935	+	TRUE	2173	TRUE
2903	NC_000913.3	1734471	1734772	+	TRUE	1644	TRUE
2902	NC_000913.3	496672	496973	+	TRUE	464	FALSE
2901	NC_000913.3	3936558	3936859	+	TRUE	3699	FALSE
2900	NC_000913.3	2627470	2627771	+	TRUE	2484	FALSE
708	NC_000913.3	3273891	3274192	+	TRUE	3072	TRUE
709	NC_000913.3	4397669	4397970	+	TRUE	4088	hit2
2905	NC_000913.3	2602633	2602934	+	TRUE	2463	TRUE
147	NC_000913.3	3055546	3055847	+	TRUE	2866	TRUE
704	NC_000913.3	3719065	3719366	+	FALSE	NA	TRUE
705	NC_000913.3	3591894	3592195	+	TRUE	3388	TRUE
706	NC_000913.3	3893865	3894166	+	TRUE	3660	hit1
2908	NC_000913.3	4055854	4056155	+	TRUE	3797	TRUE
700	NC_000913.3	3817976	3818277	+	TRUE	3591	TRUE
701	NC_000913.3	427193	427494	+	TRUE	399	TRUE
702	NC_000913.3	2012858	2013159	+	FALSE	NA	TRUE
703	NC_000913.3	2261225	2261526	+	FALSE	NA	hit1
2486	NC_000913.3	4625658	4625959	+	FALSE	NA	TRUE
5319	NC_000913.3	4560322	4560623	+	TRUE	4248	TRUE
5318	NC_000913.3	3637310	3637611	+	FALSE	NA	TRUE
5313	NC_000913.3	4411384	4411685	+	TRUE	4101	TRUE
5312	NC_000913.3	2710609	2710910	+	TRUE	2557	TRUE
5311	NC_000913.3	3476839	3477140	+	TRUE	3284	TRUE
141	NC_000913.3	4397207	4397508	+	FALSE	NA	TRUE
5317	NC_000913.3	910748	911049	+	TRUE	852	hit2
5316	NC_000913.3	1082473	1082774	+	TRUE	999	TRUE
5315	NC_000913.3	1047612	1047913	+	TRUE	964	FALSE
5314	NC_000913.3	1912987	1913288	+	TRUE	1821	TRUE
2487	NC_000913.3	3698748	3699049	+	TRUE	3474	TRUE
3214	NC_000913.3	3234491	3234792	+	FALSE	NA	TRUE
1987	NC_000913.3	1148618	1148919	+	TRUE	1068	#N/A
1984	NC_000913.3	1910157	1910458	+	TRUE	1819	FALSE
3153	NC_000913.3	2369497	2369798	+	TRUE	2238	TRUE
3152	NC_000913.3	2060587	2060888	+	TRUE	1966	TRUE
3151	NC_000913.3	1744273	1744574	+	TRUE	1653	FALSE
3150	NC_000913.3	707442	707743	+	TRUE	665	FALSE
3157	NC_000913.3	1809004	1809305	+	TRUE	1714	TRUE
3156	NC_000913.3	4631719	4632020	+	TRUE	4307	TRUE
3155	NC_000913.3	2879927	2880228	+	TRUE	2718	TRUE
3154	NC_000913.3	1922763	1923064	+	FALSE	NA	TRUE
1982	NC_000913.3	4097197	4097498	+	TRUE	3832	FALSE
3159	NC_000913.3	4022202	4022503	+	TRUE	3772	TRUE
3158	NC_000913.3	755847	756148	+	TRUE	711	FALSE
1983	NC_000913.3	356234	356535	+	TRUE	333	TRUE
1980	NC_000913.3	3436689	3436990	+	TRUE	3226	FALSE
1981	NC_000913.3	635500	635801	+	TRUE	600	TRUE
1260	NC_000913.3	647883	648184	+	FALSE	NA	TRUE
1639	NC_000913.3	2389608	2389909	+	TRUE	2259	TRUE
2482	NC_000913.3	1786098	1786399	+	TRUE	1690	FALSE
1459	NC_000913.3	945535	945836	+	FALSE	NA	TRUE
1266	NC_000913.3	355715	356016	+	TRUE	332	TRUE
2483	NC_000913.3	2012642	2012943	+	TRUE	1924	TRUE
2480	NC_000913.3	4166954	4167255	+	FALSE	NA	TRUE
8574	NC_000913.3	1227895	1228196	+	FALSE	NA	TRUE
8575	NC_000913.3	4105813	4106114	+	TRUE	3841	hit1
8576	NC_000913.3	777161	777462	+	TRUE	727	TRUE
8577	NC_000913.3	1914687	1914988	+	TRUE	1822	TRUE
8570	NC_000913.3	1445301	1445602	+	TRUE	1368	TRUE
8571	NC_000913.3	2558073	2558374	+	TRUE	2420	TRUE
8572	NC_000913.3	3522772	3523073	+	TRUE	3333	TRUE
8573	NC_000913.3	356614	356915	+	TRUE	333	TRUE
8578	NC_000913.3	2070766	2071067	+	TRUE	1979	TRUE
8579	NC_000913.3	4191624	4191925	+	TRUE	3907	TRUE
7409	NC_000913.3	114873	115174	+	TRUE	101	hit2
7408	NC_000913.3	541830	542131	+	TRUE	504	TRUE
7405	NC_000913.3	3655878	3656179	+	TRUE	3445	TRUE
7404	NC_000913.3	1888496	1888797	+	TRUE	1795	hit2
7407	NC_000913.3	2456148	2456449	+	FALSE	NA	TRUE
7406	NC_000913.3	614734	615035	+	TRUE	583	hit2
7401	NC_000913.3	2632972	2633273	+	TRUE	2489	TRUE
7400	NC_000913.3	4122270	4122571	+	TRUE	3860	FALSE
7403	NC_000913.3	301605	301906	+	TRUE	281	TRUE
7402	NC_000913.3	2012699	2013000	+	TRUE	1924	TRUE
568	NC_000913.3	3438118	3438419	+	TRUE	3227	TRUE
569	NC_000913.3	3402247	3402548	+	TRUE	3195	TRUE
2816	NC_000913.3	562108	562409	+	FALSE	NA	FALSE
6628	NC_000913.3	214682	214983	+	FALSE	NA	TRUE
6629	NC_000913.3	3019518	3019819	+	TRUE	2835	FALSE
6626	NC_000913.3	1856354	1856655	+	TRUE	1760	FALSE
6627	NC_000913.3	4448236	4448537	+	FALSE	NA	FALSE
6624	NC_000913.3	3252080	3252381	+	FALSE	NA	TRUE
6625	NC_000913.3	225814	226115	+	FALSE	NA	hit2
6622	NC_000913.3	4370890	4371191	+	TRUE	4061	TRUE
6623	NC_000913.3	1370409	1370710	+	TRUE	1293	TRUE
6620	NC_000913.3	4511919	4512220	+	TRUE	4201	hit1
6621	NC_000913.3	2293806	2294107	+	TRUE	2179	TRUE
564	NC_000913.3	2306821	2307122	+	FALSE	NA	TRUE
565	NC_000913.3	4477527	4477828	+	TRUE	4169	TRUE
4714	NC_000913.3	815652	815953	+	TRUE	761	TRUE
4715	NC_000913.3	3397828	3398129	+	TRUE	3191	hit1
4716	NC_000913.3	2864066	2864367	+	FALSE	NA	hit2
4717	NC_000913.3	3407725	3408026	+	TRUE	3202	TRUE
4710	NC_000913.3	4248191	4248492	+	TRUE	3951	TRUE
4711	NC_000913.3	2419547	2419848	+	TRUE	2284	TRUE
4712	NC_000913.3	3622925	3623226	+	TRUE	3417	TRUE
2337	NC_000913.3	4580642	4580943	+	TRUE	4264	hit2
2338	NC_000913.3	4118217	4118518	+	FALSE	NA	FALSE
2339	NC_000913.3	2391655	2391956	+	TRUE	2261	TRUE
4718	NC_000913.3	4569970	4570271	+	FALSE	NA	FALSE
4719	NC_000913.3	3079918	3080219	+	TRUE	2890	TRUE
3715	NC_000913.3	103448	103749	+	TRUE	90	TRUE
3714	NC_000913.3	2918854	2919155	+	TRUE	2749	TRUE
3717	NC_000913.3	2896883	2897184	+	TRUE	2733	TRUE
3716	NC_000913.3	2779824	2780125	+	TRUE	2623	TRUE
3711	NC_000913.3	3786992	3787293	+	TRUE	3559	TRUE
3710	NC_000913.3	349360	349661	+	TRUE	328	TRUE
3713	NC_000913.3	2025989	2026290	+	TRUE	1941	TRUE
3712	NC_000913.3	420398	420699	+	TRUE	393	TRUE
3719	NC_000913.3	461562	461863	+	FALSE	NA	TRUE
3718	NC_000913.3	2786087	2786388	+	FALSE	NA	hit2
8189	NC_000913.3	4340382	4340683	+	FALSE	NA	TRUE
4909	NC_000913.3	84648	84949	+	TRUE	74	FALSE
4908	NC_000913.3	3009197	3009498	+	TRUE	2828	TRUE
4679	NC_000913.3	1837806	1838107	+	TRUE	1743	TRUE
4678	NC_000913.3	2082801	2083102	+	TRUE	1993	TRUE
4901	NC_000913.3	966827	967128	+	TRUE	894	TRUE
4676	NC_000913.3	1609595	1609896	+	TRUE	1506	TRUE
4903	NC_000913.3	4499413	4499714	+	FALSE	NA	TRUE
4674	NC_000913.3	1899378	1899679	+	TRUE	1805	TRUE
4673	NC_000913.3	2783632	2783933	+	TRUE	2625	TRUE
4904	NC_000913.3	396350	396651	+	FALSE	NA	TRUE
4671	NC_000913.3	4312919	4313220	+	FALSE	NA	TRUE
4670	NC_000913.3	3321792	3322093	+	FALSE	NA	TRUE
7437	NC_000913.3	229872	230173	+	TRUE	197	FALSE
8188	NC_000913.3	499682	499983	+	TRUE	467	TRUE
5148	NC_000913.3	2126831	2127132	+	TRUE	2036	hit2
5149	NC_000913.3	671350	671651	+	TRUE	636	TRUE
5146	NC_000913.3	1017505	1017806	+	TRUE	935	hit1
5147	NC_000913.3	927921	928222	+	TRUE	866	FALSE
5144	NC_000913.3	29528	29829	+	TRUE	30	TRUE
5145	NC_000913.3	1818388	1818689	+	FALSE	NA	TRUE
5142	NC_000913.3	4587455	4587756	+	TRUE	4267	TRUE
5143	NC_000913.3	2672568	2672869	+	TRUE	2524	TRUE
5140	NC_000913.3	2929473	2929774	+	TRUE	2759	TRUE
5141	NC_000913.3	117831	118132	+	TRUE	104	FALSE
120	NC_000913.3	4048492	4048793	+	TRUE	3791	FALSE
121	NC_000913.3	3480853	3481154	+	TRUE	3289	TRUE
122	NC_000913.3	289584	289885	+	TRUE	267	FALSE
123	NC_000913.3	2424864	2425165	+	TRUE	2291	TRUE
124	NC_000913.3	3352091	3352392	+	TRUE	3154	TRUE
125	NC_000913.3	2451605	2451906	+	TRUE	2320	TRUE
126	NC_000913.3	2826970	2827271	+	TRUE	2665	TRUE
127	NC_000913.3	1337939	1338240	+	TRUE	1258	TRUE
128	NC_000913.3	929127	929428	+	TRUE	867	TRUE
129	NC_000913.3	1655883	1656184	+	TRUE	1570	TRUE
7957	NC_000913.3	4482491	4482792	+	TRUE	4173	TRUE
1188	NC_000913.3	623701	624002	+	TRUE	589	TRUE
7956	NC_000913.3	2281967	2282268	+	TRUE	2169	TRUE
1189	NC_000913.3	1138679	1138980	+	TRUE	1059	TRUE
7955	NC_000913.3	1197464	1197765	+	TRUE	1115	TRUE
3377	NC_000913.3	852954	853255	+	FALSE	NA	TRUE
7954	NC_000913.3	1649328	1649629	+	FALSE	NA	TRUE
3376	NC_000913.3	3789019	3789320	+	TRUE	3561	TRUE
7953	NC_000913.3	3151126	3151427	+	TRUE	2957	TRUE
3375	NC_000913.3	2488151	2488452	+	TRUE	2355	TRUE
7224	NC_000913.3	3016723	3017024	+	TRUE	2834	TRUE
3374	NC_000913.3	2949840	2950141	+	TRUE	2777	hit2
7951	NC_000913.3	3751135	3751436	+	TRUE	3525	FALSE
5421	NC_000913.3	4486825	4487126	+	TRUE	4176	hit2
7950	NC_000913.3	4029270	4029571	+	TRUE	3779	TRUE
3372	NC_000913.3	4595800	4596101	+	FALSE	NA	TRUE
9164	NC_000913.3	510082	510383	+	TRUE	475	hit1
3371	NC_000913.3	1177748	1178049	+	TRUE	1095	TRUE
9165	NC_000913.3	578652	578953	+	TRUE	550	TRUE
3370	NC_000913.3	45058	45359	+	TRUE	41	TRUE
7247	NC_000913.3	364829	365130	+	TRUE	340	TRUE
7246	NC_000913.3	2141021	2141322	+	TRUE	2048	TRUE
7245	NC_000913.3	4598664	4598965	+	TRUE	4275	TRUE
7244	NC_000913.3	703073	703374	+	TRUE	663	TRUE
7243	NC_000913.3	2294403	2294704	+	TRUE	2179	TRUE
7242	NC_000913.3	934757	935058	+	TRUE	870	TRUE
