chr	start	end	strand	dbl_count	cds
NC_000913.3	4025948	4026249	+	TRUE	3776
NC_000913.3	4581450	4581751	+	TRUE	4265
NC_000913.3	117719	118020	+	TRUE	104
NC_000913.3	1425347	1425648	+	TRUE	1352
NC_000913.3	2440112	2440413	+	FALSE	NA
NC_000913.3	1745939	1746240	+	TRUE	1654
NC_000913.3	3756092	3756393	+	TRUE	3529
NC_000913.3	3986283	3986584	+	FALSE	NA
NC_000913.3	2082322	2082623	+	TRUE	1992
NC_000913.3	3788751	3789052	+	TRUE	3560
NC_000913.3	4583357	4583658	+	TRUE	4266
NC_000913.3	1148940	1149241	+	TRUE	1068
NC_000913.3	1260041	1260342	+	TRUE	1186
NC_000913.3	1163735	1164036	+	TRUE	1083
NC_000913.3	2672323	2672624	+	TRUE	2524
NC_000913.3	806258	806559	+	TRUE	753
NC_000913.3	3849601	3849902	+	TRUE	3615
NC_000913.3	3903805	3904106	+	TRUE	3670
NC_000913.3	634933	635234	+	TRUE	599
NC_000913.3	756954	757255	+	TRUE	711
NC_000913.3	707337	707638	+	TRUE	665
NC_000913.3	2141813	2142114	+	TRUE	2049
NC_000913.3	2570069	2570370	+	TRUE	2433
NC_000913.3	1657472	1657773	+	TRUE	1573
NC_000913.3	4117179	4117480	+	TRUE	3854
NC_000913.3	1761562	1761863	+	TRUE	1669
NC_000913.3	654056	654357	+	TRUE	617
NC_000913.3	3924573	3924874	+	TRUE	3689
NC_000913.3	4546224	4546525	+	TRUE	4235
NC_000913.3	489027	489328	+	TRUE	456
NC_000913.3	3462184	3462485	+	FALSE	NA
NC_000913.3	1122041	1122342	+	TRUE	1039
NC_000913.3	3132144	3132445	+	TRUE	2936
NC_000913.3	283478	283779	+	TRUE	263
NC_000913.3	4436777	4437078	+	TRUE	4132
NC_000913.3	3885857	3886158	+	TRUE	3653
NC_000913.3	332774	333075	+	TRUE	313
NC_000913.3	2494157	2494458	+	TRUE	2359
NC_000913.3	2989054	2989355	+	TRUE	2806
NC_000913.3	3381144	3381445	+	TRUE	3178
NC_000913.3	2629347	2629648	+	FALSE	NA
NC_000913.3	4227384	4227685	+	FALSE	NA
NC_000913.3	3217699	3218000	+	TRUE	3021
NC_000913.3	2445453	2445754	+	TRUE	2312
NC_000913.3	1899418	1899719	+	TRUE	1805
NC_000913.3	3572190	3572491	+	TRUE	3368
NC_000913.3	3754818	3755119	+	FALSE	NA
NC_000913.3	4154679	4154980	+	FALSE	NA
NC_000913.3	1611606	1611907	+	TRUE	1507
NC_000913.3	1479005	1479306	+	TRUE	1397
NC_000913.3	39062	39363	+	FALSE	NA
NC_000913.3	3846544	3846845	+	TRUE	3613
NC_000913.3	918427	918728	+	TRUE	858
NC_000913.3	4419375	4419676	+	TRUE	4110
NC_000913.3	406358	406659	+	TRUE	381
NC_000913.3	744204	744505	+	TRUE	700
NC_000913.3	1159638	1159939	+	TRUE	1079
NC_000913.3	3993923	3994224	+	FALSE	NA
NC_000913.3	1120769	1121070	+	TRUE	1037
NC_000913.3	2781859	2782160	+	TRUE	2623
NC_000913.3	2854276	2854577	+	TRUE	2693
NC_000913.3	1403685	1403986	+	TRUE	1324
NC_000913.3	1256412	1256713	+	FALSE	NA
NC_000913.3	56586	56887	+	TRUE	52
NC_000913.3	2549120	2549421	+	TRUE	2409
NC_000913.3	865461	865762	+	TRUE	808
NC_000913.3	3097472	3097773	+	TRUE	2909
NC_000913.3	4141472	4141773	+	TRUE	3874
NC_000913.3	4051305	4051606	+	TRUE	3793
NC_000913.3	2739156	2739457	+	TRUE	2578
NC_000913.3	2102065	2102366	+	TRUE	2015
NC_000913.3	2448224	2448525	+	TRUE	2314
NC_000913.3	2904584	2904885	+	FALSE	NA
NC_000913.3	2951805	2952106	+	TRUE	2778
NC_000913.3	889188	889489	+	TRUE	828
NC_000913.3	2855099	2855400	+	TRUE	2693
NC_000913.3	3082323	3082624	+	TRUE	2891
NC_000913.3	82915	83216	+	TRUE	72
NC_000913.3	1290209	1290510	+	TRUE	1215
NC_000913.3	3055461	3055762	+	FALSE	NA
NC_000913.3	1458091	1458392	+	FALSE	NA
NC_000913.3	2478217	2478518	+	TRUE	2349
NC_000913.3	2280764	2281065	+	TRUE	2169
NC_000913.3	1197475	1197776	+	TRUE	1115
NC_000913.3	4312319	4312620	+	TRUE	4006
NC_000913.3	2036554	2036855	+	FALSE	NA
NC_000913.3	3368926	3369227	+	TRUE	3165
NC_000913.3	4142467	4142768	+	TRUE	3875
NC_000913.3	4178371	4178672	+	TRUE	3900
NC_000913.3	4139243	4139544	+	TRUE	3873
NC_000913.3	2371178	2371479	+	TRUE	2240
NC_000913.3	842906	843207	+	TRUE	788
NC_000913.3	3489211	3489512	+	TRUE	3297
NC_000913.3	637856	638157	+	TRUE	602
NC_000913.3	615075	615376	+	TRUE	583
NC_000913.3	244131	244432	+	FALSE	NA
NC_000913.3	4172530	4172831	+	TRUE	3894
NC_000913.3	432984	433285	+	TRUE	405
NC_000913.3	4613354	4613655	+	TRUE	4293
NC_000913.3	4218892	4219193	+	TRUE	3930
NC_000913.3	3280045	3280346	+	FALSE	NA
NC_000913.3	4403367	4403668	+	TRUE	4093
NC_000913.3	2854664	2854965	+	TRUE	2693
NC_000913.3	2946267	2946568	+	TRUE	2775
NC_000913.3	219678	219979	+	TRUE	191
NC_000913.3	2185036	2185337	+	TRUE	2088
NC_000913.3	4527937	4528238	+	FALSE	NA
NC_000913.3	1453488	1453789	+	FALSE	NA
NC_000913.3	2565451	2565752	+	TRUE	2430
NC_000913.3	2804334	2804635	+	FALSE	NA
NC_000913.3	2254143	2254444	+	TRUE	2146
NC_000913.3	3303804	3304105	+	TRUE	3105
NC_000913.3	273659	273960	+	TRUE	250
NC_000913.3	1940310	1940611	+	TRUE	1847
NC_000913.3	4189808	4190109	+	TRUE	3906
NC_000913.3	302202	302503	+	TRUE	282
NC_000913.3	3727875	3728176	+	TRUE	3503
NC_000913.3	3794979	3795280	+	TRUE	3566
NC_000913.3	80118	80419	+	TRUE	70
NC_000913.3	493075	493376	+	TRUE	461
NC_000913.3	2468165	2468466	+	TRUE	2333
NC_000913.3	1457995	1458296	+	TRUE	1380
NC_000913.3	1247505	1247806	+	FALSE	NA
NC_000913.3	3288873	3289174	+	TRUE	3089
NC_000913.3	2250648	2250949	+	FALSE	NA
NC_000913.3	2789381	2789682	+	TRUE	2627
NC_000913.3	2187678	2187979	+	TRUE	2092
NC_000913.3	827537	827838	+	TRUE	775
NC_000913.3	3025859	3026160	+	TRUE	2839
NC_000913.3	1589047	1589348	+	TRUE	1491
NC_000913.3	1231938	1232239	+	TRUE	1164
NC_000913.3	147172	147473	+	TRUE	127
NC_000913.3	3222312	3222613	+	FALSE	NA
NC_000913.3	697005	697306	+	FALSE	NA
NC_000913.3	315577	315878	+	TRUE	298
NC_000913.3	3144988	3145289	+	FALSE	NA
NC_000913.3	505551	505852	+	TRUE	471
NC_000913.3	2544289	2544590	+	TRUE	2405
NC_000913.3	683381	683682	+	TRUE	647
NC_000913.3	4449154	4449455	+	TRUE	4143
NC_000913.3	2501059	2501360	+	TRUE	2367
NC_000913.3	4128474	4128775	+	FALSE	NA
NC_000913.3	3017313	3017614	+	TRUE	2834
NC_000913.3	3660712	3661013	+	TRUE	3450
NC_000913.3	1155613	1155914	+	TRUE	1076
NC_000913.3	3515710	3516011	+	TRUE	3324
NC_000913.3	603484	603785	+	TRUE	572
NC_000913.3	3236087	3236388	+	TRUE	3034
NC_000913.3	1099531	1099832	+	TRUE	1013
NC_000913.3	4147490	4147791	+	TRUE	3880
NC_000913.3	3576648	3576949	+	TRUE	3371
NC_000913.3	3971460	3971761	+	TRUE	3726
NC_000913.3	2349121	2349422	+	TRUE	2219
NC_000913.3	2922796	2923097	+	TRUE	2752
NC_000913.3	1246509	1246810	+	TRUE	1177
NC_000913.3	4240268	4240569	+	TRUE	3945
NC_000913.3	1653029	1653330	+	TRUE	1567
NC_000913.3	56117	56418	+	TRUE	52
NC_000913.3	1822613	1822914	+	TRUE	1728
NC_000913.3	4077281	4077582	+	FALSE	NA
NC_000913.3	4430141	4430442	+	TRUE	4126
NC_000913.3	1813127	1813428	+	FALSE	NA
NC_000913.3	324867	325168	+	TRUE	308
NC_000913.3	1407459	1407760	+	TRUE	1327
NC_000913.3	38505	38806	+	TRUE	36
NC_000913.3	4496767	4497068	+	TRUE	4185
NC_000913.3	1579676	1579977	+	TRUE	1483
NC_000913.3	2935777	2936078	+	TRUE	2764
NC_000913.3	3012917	3013218	+	TRUE	2831
NC_000913.3	187036	187337	+	TRUE	161
NC_000913.3	1775478	1775779	+	TRUE	1682
NC_000913.3	1969221	1969522	+	FALSE	NA
NC_000913.3	1502596	1502897	+	TRUE	1417
NC_000913.3	2441998	2442299	+	TRUE	2308
NC_000913.3	855175	855476	+	TRUE	800
NC_000913.3	3097465	3097766	+	TRUE	2909
NC_000913.3	3757	4058	+	TRUE	3
NC_000913.3	765907	766208	+	TRUE	718
NC_000913.3	3852713	3853014	+	FALSE	NA
NC_000913.3	3759936	3760237	+	TRUE	3532
NC_000913.3	406285	406586	+	TRUE	381
NC_000913.3	1010221	1010522	+	TRUE	929
NC_000913.3	307447	307748	+	TRUE	287
NC_000913.3	3177116	3177417	+	FALSE	NA
NC_000913.3	4045037	4045338	+	TRUE	3789
NC_000913.3	2560318	2560619	+	TRUE	2422
NC_000913.3	52441	52742	+	TRUE	50
NC_000913.3	4584057	4584358	+	TRUE	4266
NC_000913.3	4168442	4168743	+	FALSE	NA
NC_000913.3	978767	979068	+	TRUE	904
NC_000913.3	1179974	1180275	+	TRUE	1097
NC_000913.3	2865081	2865382	+	TRUE	2702
NC_000913.3	4476029	4476330	+	TRUE	4168
NC_000913.3	684806	685107	+	TRUE	648
NC_000913.3	2663556	2663857	+	TRUE	2514
NC_000913.3	2240264	2240565	+	FALSE	NA
NC_000913.3	800202	800503	+	TRUE	749
NC_000913.3	3418058	3418359	+	FALSE	NA
NC_000913.3	2681181	2681482	+	TRUE	2531
NC_000913.3	3312887	3313188	+	TRUE	3113
NC_000913.3	2985974	2986275	+	TRUE	2804
NC_000913.3	4133908	4134209	+	TRUE	3869
NC_000913.3	1224189	1224490	+	TRUE	1154
NC_000913.3	3741588	3741889	+	TRUE	3513
NC_000913.3	2965114	2965415	+	TRUE	2787
NC_000913.3	4448346	4448647	+	TRUE	4141
NC_000913.3	1197597	1197898	+	TRUE	1115
NC_000913.3	4173143	4173444	+	TRUE	3895
NC_000913.3	466737	467038	+	TRUE	437
NC_000913.3	3391642	3391943	+	TRUE	3188
NC_000913.3	1796794	1797095	+	TRUE	1701
NC_000913.3	2005368	2005669	+	TRUE	1914
NC_000913.3	4575027	4575328	+	TRUE	4260
NC_000913.3	1150917	1151218	+	TRUE	1070
NC_000913.3	695398	695699	+	TRUE	658
NC_000913.3	1924760	1925061	+	TRUE	1832
NC_000913.3	4383039	4383340	+	TRUE	4075
NC_000913.3	2501392	2501693	+	TRUE	2367
NC_000913.3	1625543	1625844	+	TRUE	1524
NC_000913.3	3973103	3973404	+	TRUE	3727
NC_000913.3	3669338	3669639	+	FALSE	NA
NC_000913.3	243949	244250	+	FALSE	NA
NC_000913.3	2788778	2789079	+	FALSE	NA
NC_000913.3	1319100	1319401	+	TRUE	1242
NC_000913.3	2818375	2818676	+	FALSE	NA
NC_000913.3	979797	980098	+	TRUE	904
NC_000913.3	3868495	3868796	+	TRUE	3636
NC_000913.3	930985	931286	+	TRUE	868
NC_000913.3	1205431	1205732	+	TRUE	1127
NC_000913.3	2885114	2885415	+	TRUE	2723
NC_000913.3	737183	737484	+	TRUE	693
NC_000913.3	3562149	3562450	+	TRUE	3362
NC_000913.3	3063898	3064199	+	TRUE	2875
NC_000913.3	2918917	2919218	+	TRUE	2749
NC_000913.3	4480845	4481146	+	TRUE	4173
NC_000913.3	4268034	4268335	+	TRUE	3969
NC_000913.3	780250	780551	+	FALSE	NA
NC_000913.3	2943714	2944015	+	TRUE	2772
NC_000913.3	2756046	2756347	+	TRUE	2598
NC_000913.3	3594950	3595251	+	TRUE	3391
NC_000913.3	3269305	3269606	+	TRUE	3068
NC_000913.3	251100	251401	+	TRUE	221
NC_000913.3	1248380	1248681	+	TRUE	1178
NC_000913.3	2617993	2618294	+	TRUE	2477
NC_000913.3	2571258	2571559	+	TRUE	2434
NC_000913.3	3341711	3342012	+	TRUE	3141
NC_000913.3	4029051	4029352	+	TRUE	3779
NC_000913.3	2205220	2205521	+	TRUE	2102
NC_000913.3	4582399	4582700	+	TRUE	4265
NC_000913.3	2494102	2494403	+	TRUE	2359
NC_000913.3	1615556	1615857	+	FALSE	NA
NC_000913.3	4580549	4580850	+	TRUE	4264
NC_000913.3	2870209	2870510	+	TRUE	2707
NC_000913.3	1279535	1279836	+	FALSE	NA
NC_000913.3	1353373	1353674	+	TRUE	1275
NC_000913.3	1119464	1119765	+	TRUE	1036
NC_000913.3	3817173	3817474	+	TRUE	3590
NC_000913.3	3555108	3555409	+	TRUE	3355
NC_000913.3	2991892	2992193	+	FALSE	NA
NC_000913.3	4063682	4063983	+	TRUE	3803
NC_000913.3	4329159	4329460	+	TRUE	4025
NC_000913.3	1856729	1857030	+	TRUE	1760
NC_000913.3	1393623	1393924	+	TRUE	1315
NC_000913.3	3963820	3964121	+	TRUE	3719
NC_000913.3	116693	116994	+	TRUE	102
NC_000913.3	1068737	1069038	+	TRUE	988
NC_000913.3	4277146	4277447	+	TRUE	3978
NC_000913.3	3842905	3843206	+	TRUE	3611
NC_000913.3	1066971	1067272	+	TRUE	986
NC_000913.3	3169635	3169936	+	FALSE	NA
NC_000913.3	3201081	3201382	+	TRUE	3005
NC_000913.3	2259934	2260235	+	TRUE	2151
NC_000913.3	3125588	3125889	+	TRUE	2931
NC_000913.3	3762929	3763230	+	TRUE	3534
NC_000913.3	2192165	2192466	+	FALSE	NA
NC_000913.3	1401651	1401952	+	FALSE	NA
NC_000913.3	3066930	3067231	+	TRUE	2877
NC_000913.3	1555668	1555969	+	FALSE	NA
NC_000913.3	3373882	3374183	+	TRUE	3170
NC_000913.3	2460550	2460851	+	TRUE	2326
NC_000913.3	3264916	3265217	+	TRUE	3064
NC_000913.3	4228682	4228983	+	TRUE	3934
NC_000913.3	1633146	1633447	+	FALSE	NA
NC_000913.3	4073240	4073541	+	TRUE	3810
NC_000913.3	1978922	1979223	+	TRUE	1886
NC_000913.3	282922	283223	+	TRUE	262
NC_000913.3	3249681	3249982	+	TRUE	3048
NC_000913.3	1489365	1489666	+	TRUE	1402
NC_000913.3	4039155	4039456	+	FALSE	NA
NC_000913.3	686761	687062	+	TRUE	651
NC_000913.3	2222824	2223125	+	TRUE	2117
NC_000913.3	2121816	2122117	+	TRUE	2032
NC_000913.3	2543564	2543865	+	FALSE	NA
NC_000913.3	3325141	3325442	+	TRUE	3122
NC_000913.3	2847918	2848219	+	TRUE	2685
NC_000913.3	1118846	1119147	+	TRUE	1034
NC_000913.3	1043922	1044223	+	TRUE	961
NC_000913.3	3047907	3048208	+	TRUE	2859
NC_000913.3	2855784	2856085	+	TRUE	2693
NC_000913.3	3717277	3717578	+	TRUE	3489
NC_000913.3	3295866	3296167	+	TRUE	3094
NC_000913.3	279727	280028	+	FALSE	NA
NC_000913.3	1860438	1860739	+	TRUE	1764
NC_000913.3	2777313	2777614	+	TRUE	2622
NC_000913.3	3756560	3756861	+	TRUE	3530
NC_000913.3	3889457	3889758	+	TRUE	3656
NC_000913.3	2802622	2802923	+	TRUE	2643
NC_000913.3	1952272	1952573	+	TRUE	1861
NC_000913.3	2497097	2497398	+	TRUE	2364
NC_000913.3	871695	871996	+	TRUE	812
NC_000913.3	1498058	1498359	+	TRUE	1411
NC_000913.3	2329859	2330160	+	TRUE	2210
NC_000913.3	4085544	4085845	+	TRUE	3822
NC_000913.3	2501824	2502125	+	FALSE	NA
NC_000913.3	640775	641076	+	TRUE	604
NC_000913.3	485737	486038	+	TRUE	455
NC_000913.3	2032519	2032820	+	TRUE	1948
NC_000913.3	4447716	4448017	+	FALSE	NA
NC_000913.3	2315602	2315903	+	TRUE	2199
NC_000913.3	2983980	2984281	+	FALSE	NA
NC_000913.3	920266	920567	+	TRUE	860
NC_000913.3	136155	136456	+	TRUE	116
NC_000913.3	4565260	4565561	+	TRUE	4253
NC_000913.3	4439480	4439781	+	TRUE	4135
NC_000913.3	3556483	3556784	+	TRUE	3356
NC_000913.3	945535	945836	+	FALSE	NA
NC_000913.3	3675426	3675727	+	TRUE	3459
NC_000913.3	1062677	1062978	+	FALSE	NA
NC_000913.3	3589457	3589758	+	TRUE	3386
NC_000913.3	2587075	2587376	+	TRUE	2448
NC_000913.3	3077853	3078154	+	TRUE	2888
NC_000913.3	3850519	3850820	+	TRUE	3616
NC_000913.3	3153417	3153718	+	TRUE	2959
NC_000913.3	2731408	2731709	+	FALSE	NA
NC_000913.3	3120050	3120351	+	TRUE	2927
NC_000913.3	1327163	1327464	+	TRUE	1249
NC_000913.3	1231486	1231787	+	TRUE	1164
NC_000913.3	1842997	1843298	+	TRUE	1749
NC_000913.3	336253	336554	+	TRUE	317
NC_000913.3	4178695	4178996	+	FALSE	NA
NC_000913.3	2801216	2801517	+	TRUE	2643
NC_000913.3	1667821	1668122	+	TRUE	1581
NC_000913.3	3353132	3353433	+	TRUE	3155
NC_000913.3	2022166	2022467	+	TRUE	1935
NC_000913.3	2813476	2813777	+	TRUE	2653
NC_000913.3	1501916	1502217	+	TRUE	1416
NC_000913.3	3693854	3694155	+	TRUE	3469
NC_000913.3	1058581	1058882	+	TRUE	978
NC_000913.3	3346462	3346763	+	TRUE	3148
NC_000913.3	1280535	1280836	+	TRUE	1207
NC_000913.3	4364233	4364534	+	TRUE	4054
NC_000913.3	4603403	4603704	+	TRUE	4281
NC_000913.3	3450111	3450412	+	TRUE	3253
NC_000913.3	2508312	2508613	+	TRUE	2373
NC_000913.3	1049933	1050234	+	TRUE	969
NC_000913.3	3021157	3021458	+	FALSE	NA
NC_000913.3	2264007	2264308	+	TRUE	2154
NC_000913.3	400571	400872	+	TRUE	374
NC_000913.3	2076868	2077169	+	FALSE	NA
NC_000913.3	1889646	1889947	+	FALSE	NA
NC_000913.3	2162123	2162424	+	TRUE	2063
NC_000913.3	2386191	2386492	+	TRUE	2255
NC_000913.3	1160828	1161129	+	TRUE	1079
NC_000913.3	4511536	4511837	+	TRUE	4201
NC_000913.3	2566264	2566565	+	TRUE	2430
NC_000913.3	2039566	2039867	+	TRUE	1955
NC_000913.3	3585710	3586011	+	TRUE	3382
NC_000913.3	1679851	1680152	+	TRUE	1593
NC_000913.3	3515863	3516164	+	FALSE	NA
NC_000913.3	3866661	3866962	+	TRUE	3633
NC_000913.3	2342972	2343273	+	TRUE	2215
NC_000913.3	1103779	1104080	+	FALSE	NA
NC_000913.3	797447	797748	+	FALSE	NA
NC_000913.3	1052610	1052911	+	TRUE	974
NC_000913.3	2120103	2120404	+	TRUE	2031
NC_000913.3	2432307	2432608	+	TRUE	2299
NC_000913.3	500769	501070	+	TRUE	468
NC_000913.3	1833735	1834036	+	TRUE	1738
NC_000913.3	3885020	3885321	+	TRUE	3653
NC_000913.3	3223599	3223900	+	TRUE	3025
NC_000913.3	3736769	3737070	+	TRUE	3509
NC_000913.3	2335692	2335993	+	TRUE	2212
NC_000913.3	1003536	1003837	+	TRUE	923
NC_000913.3	2078459	2078760	+	TRUE	1987
NC_000913.3	2052092	2052393	+	FALSE	NA
NC_000913.3	4512737	4513038	+	TRUE	4202
NC_000913.3	2127508	2127809	+	TRUE	2037
NC_000913.3	2935408	2935709	+	FALSE	NA
NC_000913.3	1186798	1187099	+	TRUE	1104
NC_000913.3	2972957	2973258	+	TRUE	2794
NC_000913.3	2404113	2404414	+	TRUE	2271
NC_000913.3	2303062	2303363	+	TRUE	2191
NC_000913.3	2302520	2302821	+	TRUE	2189
NC_000913.3	1213578	1213879	+	TRUE	1140
NC_000913.3	3585861	3586162	+	TRUE	3382
NC_000913.3	1583733	1584034	+	TRUE	1486
NC_000913.3	4559778	4560079	+	TRUE	4247
NC_000913.3	4223744	4224045	+	TRUE	3933
NC_000913.3	4311878	4312179	+	FALSE	NA
NC_000913.3	446900	447201	+	TRUE	420
NC_000913.3	2258128	2258429	+	TRUE	2149
NC_000913.3	1865564	1865865	+	FALSE	NA
NC_000913.3	56917	57218	+	TRUE	52
NC_000913.3	4547641	4547942	+	TRUE	4236
NC_000913.3	1618592	1618893	+	TRUE	1514
NC_000913.3	2043490	2043791	+	FALSE	NA
NC_000913.3	153505	153806	+	TRUE	134
NC_000913.3	118796	119097	+	TRUE	105
NC_000913.3	3737740	3738041	+	TRUE	3510
NC_000913.3	2570617	2570918	+	TRUE	2434
NC_000913.3	2275731	2276032	+	TRUE	2164
NC_000913.3	3746871	3747172	+	TRUE	3518
NC_000913.3	2012864	2013165	+	FALSE	NA
NC_000913.3	2605654	2605955	+	TRUE	2465
NC_000913.3	4402669	4402970	+	TRUE	4092
NC_000913.3	1103264	1103565	+	FALSE	NA
NC_000913.3	1229767	1230068	+	TRUE	1162
NC_000913.3	4549639	4549940	+	FALSE	NA
NC_000913.3	1381394	1381695	+	TRUE	1302
NC_000913.3	2182664	2182965	+	FALSE	NA
NC_000913.3	1636329	1636630	+	FALSE	NA
NC_000913.3	4278868	4279169	+	TRUE	3980
NC_000913.3	2816919	2817220	+	TRUE	2657
NC_000913.3	1722415	1722716	+	TRUE	1634
NC_000913.3	3149865	3150166	+	TRUE	2955
NC_000913.3	564547	564848	+	FALSE	NA
NC_000913.3	4358990	4359291	+	TRUE	4050
NC_000913.3	4570253	4570554	+	TRUE	4257
NC_000913.3	2951693	2951994	+	TRUE	2778
NC_000913.3	669859	670160	+	TRUE	635
NC_000913.3	1068299	1068600	+	FALSE	NA
NC_000913.3	4141428	4141729	+	TRUE	3874
NC_000913.3	4247230	4247531	+	TRUE	3950
NC_000913.3	1113025	1113326	+	TRUE	1027
NC_000913.3	3810575	3810876	+	TRUE	3581
NC_000913.3	349070	349371	+	TRUE	328
NC_000913.3	4174117	4174418	+	TRUE	3896
NC_000913.3	3026464	3026765	+	TRUE	2839
NC_000913.3	1738409	1738710	+	TRUE	1648
NC_000913.3	438357	438658	+	TRUE	412
NC_000913.3	4500924	4501225	+	FALSE	NA
NC_000913.3	810677	810978	+	TRUE	757
NC_000913.3	3516427	3516728	+	TRUE	3325
NC_000913.3	1405533	1405834	+	FALSE	NA
NC_000913.3	3020091	3020392	+	TRUE	2835
NC_000913.3	1118892	1119193	+	FALSE	NA
NC_000913.3	4217318	4217619	+	TRUE	3929
NC_000913.3	2652122	2652423	+	FALSE	NA
NC_000913.3	3307800	3308101	+	FALSE	NA
NC_000913.3	1894826	1895127	+	TRUE	1802
NC_000913.3	1381462	1381763	+	TRUE	1302
NC_000913.3	2948366	2948667	+	TRUE	2776
NC_000913.3	178859	179160	+	TRUE	154
NC_000913.3	115359	115660	+	TRUE	101
NC_000913.3	323033	323334	+	TRUE	306
NC_000913.3	731590	731891	+	TRUE	688
NC_000913.3	1683681	1683982	+	TRUE	1597
NC_000913.3	2774221	2774522	+	TRUE	2616
NC_000913.3	3526334	3526635	+	TRUE	3335
NC_000913.3	3763203	3763504	+	TRUE	3534
NC_000913.3	315325	315626	+	TRUE	297
NC_000913.3	2320629	2320930	+	TRUE	2202
NC_000913.3	207047	207348	+	TRUE	178
NC_000913.3	1114759	1115060	+	TRUE	1030
NC_000913.3	2924477	2924778	+	FALSE	NA
NC_000913.3	748626	748927	+	TRUE	704
NC_000913.3	519679	519980	+	TRUE	486
NC_000913.3	2057841	2058142	+	FALSE	NA
NC_000913.3	338786	339087	+	TRUE	319
NC_000913.3	3648519	3648820	+	TRUE	3437
NC_000913.3	698905	699206	+	TRUE	659
NC_000913.3	408748	409049	+	TRUE	385
NC_000913.3	248301	248602	+	TRUE	219
NC_000913.3	3832529	3832830	+	TRUE	3602
NC_000913.3	2748964	2749265	+	TRUE	2590
NC_000913.3	2022416	2022717	+	TRUE	1935
NC_000913.3	3177016	3177317	+	TRUE	2982
NC_000913.3	2407534	2407835	+	TRUE	2274
NC_000913.3	294205	294506	+	TRUE	274
NC_000913.3	2838372	2838673	+	TRUE	2676
NC_000913.3	4345166	4345467	+	TRUE	4038
NC_000913.3	2077587	2077888	+	TRUE	1985
NC_000913.3	2256161	2256462	+	TRUE	2148
NC_000913.3	3941578	3941879	+	FALSE	NA
NC_000913.3	416793	417094	+	FALSE	NA
NC_000913.3	2153523	2153824	+	FALSE	NA
NC_000913.3	3814881	3815182	+	TRUE	3587
NC_000913.3	1848415	1848716	+	TRUE	1753
NC_000913.3	1114913	1115214	+	TRUE	1030
NC_000913.3	476957	477258	+	TRUE	448
NC_000913.3	38697	38998	+	TRUE	36
NC_000913.3	698535	698836	+	TRUE	659
NC_000913.3	1811370	1811671	+	TRUE	1717
NC_000913.3	3847376	3847677	+	TRUE	3614
NC_000913.3	584891	585192	+	TRUE	560
NC_000913.3	1372371	1372672	+	TRUE	1294
NC_000913.3	1519944	1520245	+	FALSE	NA
NC_000913.3	2139230	2139531	+	TRUE	2047
NC_000913.3	2259129	2259430	+	FALSE	NA
NC_000913.3	3919788	3920089	+	TRUE	3683
NC_000913.3	3237615	3237916	+	TRUE	3036
NC_000913.3	1341200	1341501	+	TRUE	1262
NC_000913.3	337805	338106	+	TRUE	318
NC_000913.3	4425322	4425623	+	TRUE	4118
NC_000913.3	2577766	2578067	+	TRUE	2442
NC_000913.3	355882	356183	+	TRUE	332
NC_000913.3	4133270	4133571	+	TRUE	3868
NC_000913.3	1461568	1461869	+	TRUE	1384
NC_000913.3	3696968	3697269	+	TRUE	3472
NC_000913.3	3629741	3630042	+	TRUE	3423
NC_000913.3	2895638	2895939	+	TRUE	2732
NC_000913.3	3130999	3131300	+	TRUE	2935
NC_000913.3	2722200	2722501	+	TRUE	2567
NC_000913.3	4084761	4085062	+	TRUE	3822
NC_000913.3	4104724	4105025	+	TRUE	3839
NC_000913.3	701976	702277	+	TRUE	662
NC_000913.3	4467147	4467448	+	FALSE	NA
NC_000913.3	2042756	2043057	+	FALSE	NA
NC_000913.3	620687	620988	+	TRUE	586
NC_000913.3	3680950	3681251	+	TRUE	3463
NC_000913.3	4477326	4477627	+	TRUE	4169
NC_000913.3	1561007	1561308	+	TRUE	1473
NC_000913.3	1784255	1784556	+	TRUE	1689
NC_000913.3	1810690	1810991	+	FALSE	NA
NC_000913.3	2898364	2898665	+	TRUE	2734
NC_000913.3	1302302	1302603	+	TRUE	1222
NC_000913.3	138269	138570	+	TRUE	118
NC_000913.3	301298	301599	+	TRUE	281
NC_000913.3	2842684	2842985	+	TRUE	2679
NC_000913.3	392726	393027	+	FALSE	NA
NC_000913.3	3226747	3227048	+	TRUE	3027
NC_000913.3	803309	803610	+	FALSE	NA
NC_000913.3	3770750	3771051	+	TRUE	3542
NC_000913.3	1094349	1094650	+	TRUE	1007
NC_000913.3	3588422	3588723	+	TRUE	3385
NC_000913.3	4433588	4433889	+	TRUE	4129
NC_000913.3	591588	591889	+	TRUE	564
NC_000913.3	1932370	1932671	+	TRUE	1841
NC_000913.3	2556499	2556800	+	TRUE	2419
NC_000913.3	2071418	2071719	+	TRUE	1980
NC_000913.3	4491781	4492082	+	TRUE	4180
NC_000913.3	4263076	4263377	+	FALSE	NA
NC_000913.3	3156253	3156554	+	TRUE	2961
NC_000913.3	4519943	4520244	+	TRUE	4209
NC_000913.3	3558381	3558682	+	TRUE	3358
NC_000913.3	3605432	3605733	+	FALSE	NA
NC_000913.3	87433	87734	+	TRUE	76
NC_000913.3	2022333	2022634	+	TRUE	1935
NC_000913.3	89606	89907	+	TRUE	78
NC_000913.3	967365	967666	+	TRUE	894
